"site","site_id","duration","n_stations","H1","homog_status","chosen_dist","chosen_absZ","Z_acceptable","selection_source","reviewer","runner_up","runner_up_absZ","z_margin","review_recommended","depth_10k_mm","tail_min_10k_mm","tail_max_10k_mm","tail_spread_pct","needs_review"
"BOR STEINAKER","UT10113","24h",47,0.413,"homogeneous","GLO",0.183,TRUE,"auto",NA,"GEV",3.365,3.182,FALSE,182.9,70.1,182.9,61.7,FALSE
"BOR STEINAKER","UT10113","72h",48,-0.034,"homogeneous","GLO",2.091,FALSE,"auto",NA,"GEV",2.208,0.117,TRUE,210.2,83,210.2,60.5,TRUE
"VEGA","CO01697","24h",43,0.809,"homogeneous","GLO",0.984,TRUE,"auto",NA,"GEV",2.976,1.992,FALSE,143.4,58.5,143.4,59.2,FALSE
"VEGA","CO01697","72h",39,0.118,"homogeneous","GLO",1.444,TRUE,"auto",NA,"GEV",2.266,0.822,FALSE,192.3,77.2,192.3,59.8,FALSE
"WILLOW CREEK BOR MT - DIKE 5","MT00577","24h",48,0.429,"homogeneous","GEV",0.341,TRUE,"auto",NA,"GNO",0.747,0.406,TRUE,168.1,96.3,249.7,91.2,FALSE
"WILLOW CREEK BOR MT - DIKE 5","MT00577","72h",45,0.65,"homogeneous","GEV",1.453,TRUE,"auto",NA,"GNO",2.466,1.013,FALSE,242.9,137.6,360.6,91.8,FALSE
"BULLY CREEK","OR00578","24h",47,0.739,"homogeneous","GEV",1.222,TRUE,"auto",NA,"GNO",2.3,1.078,FALSE,108.5,63,158.7,88.2,FALSE
"BULLY CREEK","OR00578","72h",52,3.902,"heterogeneous (H1 >= 2 — review region manually)","PE3",2.313,FALSE,"auto",NA,"GNO",3.69,1.377,TRUE,114.3,76.9,179.3,89.6,TRUE
"DICKINSON DAM","ND00148","24h",44,-1.512,"homogeneous","GEV",0.001,TRUE,"auto",NA,"GNO",0.992,0.991,FALSE,195.3,113,290.3,90.8,FALSE
"DICKINSON DAM","ND00148","72h",44,-0.414,"homogeneous","GEV",0.344,TRUE,"auto",NA,"GNO",1.004,0.66,FALSE,210.3,126.7,313.7,88.9,FALSE
"MEEKS CABIN","WY01390","24h",44,0.782,"homogeneous","GLO",0.373,TRUE,"auto",NA,"GEV",3.284,2.911,FALSE,195.1,78.9,195.1,59.6,FALSE
"MEEKS CABIN","WY01390","72h",45,0.472,"homogeneous","GLO",1.352,TRUE,"auto",NA,"GEV",2.932,1.58,FALSE,240.5,99.6,240.6,58.6,FALSE
"BUMPING LAKE DAM","WA00263","24h",47,0.867,"homogeneous","GLO",1.901,FALSE,"auto",NA,"GEV",1.907,0.006,TRUE,541.2,214.5,541.2,60.4,TRUE
"BUMPING LAKE DAM","WA00263","72h",51,0.348,"homogeneous","GLO",1.244,TRUE,"auto",NA,"GEV",2.777,1.533,FALSE,759.5,314.9,759.5,58.5,FALSE
"PILOT BUTTE","WY01381","24h",34,0.824,"homogeneous","GEV",1.478,TRUE,"auto",NA,"GNO",2.062,0.584,FALSE,121.9,72,182.2,90.4,FALSE
"PILOT BUTTE","WY01381","72h",35,1.07,"acceptably homogeneous (H1 in [1,2))","GEV",1.327,TRUE,"auto",NA,"GNO",1.931,0.604,FALSE,159,93.4,238.6,91.3,FALSE
"UPPER STILLWATER","UT00608","24h",37,0.865,"homogeneous","GLO",0.465,TRUE,"auto",NA,"GEV",3.554,3.089,FALSE,204.7,80.9,204.7,60.5,FALSE
"UPPER STILLWATER","UT00608","72h",39,0.609,"homogeneous","GLO",1.912,FALSE,"auto",NA,"GEV",2.22,0.308,TRUE,243.9,100,243.9,59,TRUE
"RED FLEET","UT82901","24h",48,0.683,"homogeneous","GLO",1.166,TRUE,"auto",NA,"GEV",2.642,1.476,FALSE,170.4,66.3,170.4,61.1,FALSE
"RED FLEET","UT82901","72h",48,0.596,"homogeneous","GEV",1.924,FALSE,"auto",NA,"GLO",2.408,0.484,TRUE,141.2,82.6,209.3,89.8,TRUE
"BOR RED FLEET","UT10155","24h",48,0.683,"homogeneous","GLO",1.162,TRUE,"auto",NA,"GEV",2.63,1.468,FALSE,170.4,66.3,170.4,61.1,FALSE
"BOR RED FLEET","UT10155","72h",48,0.597,"homogeneous","GEV",1.92,FALSE,"auto",NA,"GLO",2.404,0.484,TRUE,141.2,82.6,209.3,89.8,TRUE
"FOUR MILE LAKE DAM (USBR)","OR00022","24h",47,0.68,"homogeneous","GEV",0.571,TRUE,"auto",NA,"GNO",1.544,0.973,FALSE,221.6,127.9,326.2,89.5,FALSE
"FOUR MILE LAKE DAM (USBR)","OR00022","72h",40,0.709,"homogeneous","GEV",1.635,TRUE,"auto",NA,"GNO",2.21,0.575,FALSE,301.4,182.6,445.5,87.2,FALSE
"CRYSTAL","CO00387","24h",40,0.85,"homogeneous","GLO",1.506,TRUE,"auto",NA,"GEV",2.301,0.795,FALSE,151,60.5,151,59.9,FALSE
"CRYSTAL","CO00387","72h",40,0.65,"homogeneous","GEV",1.954,FALSE,"auto",NA,"GLO",2.098,0.144,TRUE,119.3,72.7,175.3,86,TRUE
"BLACK CANYON DIVERSION","ID00282","24h",41,0.777,"homogeneous","GEV",1.177,TRUE,"auto",NA,"GNO",2.183,1.006,FALSE,126.1,74.1,183.9,87.1,FALSE
"BLACK CANYON DIVERSION","ID00282","72h",46,0.485,"homogeneous","GEV",0.665,TRUE,"auto",NA,"GNO",1.347,0.682,FALSE,165.7,103.7,242.2,83.6,FALSE
"PROSSER CREEK","CA10179","24h",40,0.768,"homogeneous","GEV",0.399,TRUE,"auto",NA,"GNO",0.685,0.286,TRUE,373.5,211,550.9,91,FALSE
"PROSSER CREEK","CA10179","72h",42,0.349,"homogeneous","GEV",0.276,TRUE,"auto",NA,"GNO",1.436,1.16,FALSE,680.5,373.1,1008,93.3,FALSE
"UNITY","OR00593","24h",50,0.597,"homogeneous","GLO",1.947,FALSE,"auto",NA,"GEV",1.98,0.033,TRUE,178.5,71.3,178.5,60,TRUE
"UNITY","OR00593","72h",48,0.335,"homogeneous","GEV",0.709,TRUE,"auto",NA,"GNO",1.495,0.786,FALSE,142.1,87.3,207.4,84.5,FALSE
"BOR LOST CREEK (MORGAN)","UT10125","24h",46,0.513,"homogeneous","GEV",1.72,FALSE,"auto",NA,"GNO",2.39,0.67,TRUE,141.9,87.6,207.3,84.4,TRUE
"BOR LOST CREEK (MORGAN)","UT10125","72h",43,0.768,"homogeneous","GEV",1.957,FALSE,"auto",NA,"GNO",2.211,0.254,TRUE,170.8,110.6,250.3,81.8,TRUE
"THIEF VALLEY RES.","OR00592","24h",47,0.85,"homogeneous","GEV",1.301,TRUE,"auto",NA,"GNO",2.381,1.08,FALSE,141.9,83.3,206.4,86.8,FALSE
"THIEF VALLEY RES.","OR00592","72h",48,0.78,"homogeneous","GEV",0.912,TRUE,"auto",NA,"GNO",1.915,1.003,FALSE,186.6,111.9,271,85.3,FALSE
"KESWICK","CA10160","24h",44,1.018,"acceptably homogeneous (H1 in [1,2))","GLO",1.484,TRUE,"auto",NA,"GEV",2.866,1.382,FALSE,409.1,171.4,409.1,58.1,FALSE
"KESWICK","CA10160","72h",42,0.848,"homogeneous","GLO",2.092,FALSE,"auto",NA,"GEV",2.299,0.207,TRUE,747.7,302.4,747.7,59.6,TRUE
"HYATT","OR10013","24h",46,0.926,"homogeneous","GEV",0.925,TRUE,"auto",NA,"GNO",1.776,0.851,FALSE,223.6,131.3,330.4,89,FALSE
"HYATT","OR10013","72h",39,0.741,"homogeneous","GEV",0.796,TRUE,"auto",NA,"GNO",1.163,0.367,TRUE,318.1,199.1,471.4,85.6,FALSE
"CRAWFORD","CO00556","24h",39,0.506,"homogeneous","GEV",2.022,FALSE,"auto",NA,"GLO",2.066,0.044,TRUE,96.6,58,142.2,87.2,TRUE
"CRAWFORD","CO00556","72h",41,0.934,"homogeneous","GEV",1.998,FALSE,"auto",NA,"GLO",2.042,0.044,TRUE,125.3,74.9,184.2,87.3,TRUE
"PAONIA","CO01691","24h",37,0.689,"homogeneous","GLO",1.772,FALSE,"auto",NA,"GEV",2.326,0.554,TRUE,136.1,56.1,136.1,58.8,TRUE
"PAONIA","CO01691","72h",39,0.817,"homogeneous","GLO",1.481,TRUE,"auto",NA,"GEV",2.564,1.083,FALSE,177.1,72.9,177.1,58.8,FALSE
"ANCHOR","WY01298","24h",38,0.978,"homogeneous","GEV",0.743,TRUE,"auto",NA,"GNO",1.484,0.741,FALSE,128.3,74.7,192.2,91.6,FALSE
"ANCHOR","WY01298","72h",37,0.81,"homogeneous","GEV",0.08,TRUE,"auto",NA,"GNO",0.669,0.589,FALSE,155.4,92.1,234.1,91.4,FALSE
"AVALON","NM00132","24h",41,0.04,"homogeneous","GEV",0.386,TRUE,"auto",NA,"GNO",1.377,0.991,FALSE,265.2,146.4,398.2,94.9,FALSE
"AVALON","NM00132","72h",40,0.318,"homogeneous","GEV",0.437,TRUE,"auto",NA,"GNO",0.936,0.499,TRUE,432.7,224.7,637.2,95.3,FALSE
"HYATT RESERVOIR","OR00591","24h",46,0.926,"homogeneous","GEV",0.925,TRUE,"auto",NA,"GNO",1.776,0.851,FALSE,223.6,131.3,330.4,89,FALSE
"HYATT RESERVOIR","OR00591","72h",39,0.741,"homogeneous","GEV",0.796,TRUE,"auto",NA,"GNO",1.163,0.367,TRUE,318.1,199.1,471.4,85.6,FALSE
"CC CRAGIN","AZ00021","24h",48,0.55,"homogeneous","GLO",1.728,FALSE,"auto",NA,"GEV",2.342,0.614,TRUE,337.5,131.1,337.5,61.2,TRUE
"CC CRAGIN","AZ00021","72h",48,0.291,"homogeneous","GEV",0.7,TRUE,"auto",NA,"GNO",1.603,0.903,FALSE,292,170.2,434.4,90.5,FALSE
"HYRUM","UT10123","24h",46,0.681,"homogeneous","GEV",0.678,TRUE,"auto",NA,"GNO",1.691,1.013,FALSE,153.9,90.6,225,87.3,FALSE
"HYRUM","UT10123","72h",47,-0.015,"homogeneous","GEV",1.78,FALSE,"auto",NA,"GNO",2.548,0.768,TRUE,192.4,117.3,282.1,85.7,TRUE
"SHADOW MOUNTAIN","CO01666","24h",26,-0.063,"homogeneous","GLO",0.49,TRUE,"auto",NA,"GEV",2.117,1.627,FALSE,370.5,136.4,370.5,63.2,FALSE
"SHADOW MOUNTAIN","CO01666","72h",25,0.391,"homogeneous","GLO",0.874,TRUE,"auto",NA,"GEV",2.273,1.399,FALSE,605,222.4,605,63.2,FALSE
"SALMON LAKE","WA00291","24h",46,0.943,"homogeneous","GEV",0.365,TRUE,"auto",NA,"GNO",1.219,0.854,FALSE,188.6,110.8,277.6,88.5,FALSE
"SALMON LAKE","WA00291","72h",49,0.493,"homogeneous","GEV",1.058,TRUE,"auto",NA,"GNO",1.823,0.765,FALSE,252.3,150.8,371.4,87.5,FALSE
"CURRANT CREEK","UT10149","24h",38,0.664,"homogeneous","GLO",1.181,TRUE,"auto",NA,"GEV",2.852,1.671,FALSE,177.8,73.8,177.8,58.5,FALSE
"CURRANT CREEK","UT10149","72h",39,0.834,"homogeneous","GLO",0.944,TRUE,"auto",NA,"GEV",2.698,1.754,FALSE,251.9,103.3,251.9,59,FALSE
"CONCONULLY","WA00259","24h",45,0.82,"homogeneous","GEV",0.426,TRUE,"auto",NA,"GNO",1.275,0.849,FALSE,192.9,113.8,284.3,88.4,FALSE
"CONCONULLY","WA00259","72h",50,0.441,"homogeneous","GEV",1.182,TRUE,"auto",NA,"GNO",1.902,0.72,FALSE,257.3,154.5,379.3,87.4,FALSE
"GRASSY LAKE","WY01384","24h",39,0.801,"homogeneous","GEV",1.086,TRUE,"auto",NA,"GNO",1.898,0.812,FALSE,115,70,167.2,84.5,FALSE
"GRASSY LAKE","WY01384","72h",43,0.655,"homogeneous","GEV",2.06,FALSE,"auto",NA,"GLO",2.088,0.028,TRUE,167.8,103.3,243.7,83.6,TRUE
"WASCO DAM","OR00326","24h",35,0.877,"homogeneous","GEV",0.919,TRUE,"auto",NA,"GNO",1.712,0.793,FALSE,281.6,166.9,413.4,87.5,FALSE
"WASCO DAM","OR00326","72h",38,0.97,"homogeneous","GLO",1.031,TRUE,"auto",NA,"GEV",2.632,1.601,FALSE,635.4,262.9,635.4,58.6,FALSE
"FOURMILE LAKE","OR10011","24h",47,0.68,"homogeneous","GEV",0.571,TRUE,"auto",NA,"GNO",1.544,0.973,FALSE,221.6,127.9,326.2,89.5,FALSE
"FOURMILE LAKE","OR10011","72h",40,0.709,"homogeneous","GEV",1.635,TRUE,"auto",NA,"GNO",2.21,0.575,FALSE,301.4,182.6,445.5,87.2,FALSE
"SILVER JACK","CO01693","24h",40,0.6,"homogeneous","GEV",1.602,TRUE,"auto",NA,"GNO",2.225,0.623,FALSE,106.9,65.5,157.3,85.9,FALSE
"SILVER JACK","CO01693","72h",40,0.37,"homogeneous","GEV",2.254,FALSE,"auto",NA,"GLO",2.258,0.004,TRUE,132.2,82.9,194.2,84.2,TRUE
"MANN CREEK","ID00285","24h",49,0.877,"homogeneous","GEV",1.749,FALSE,"auto",NA,"GLO",2.422,0.673,TRUE,127.5,75.4,185.8,86.5,TRUE
"MANN CREEK","ID00285","72h",50,0.808,"homogeneous","GEV",0.221,TRUE,"auto",NA,"GNO",0.953,0.732,FALSE,163.1,101.5,238,83.7,FALSE
"LAKE ALICE NO. 1","NE01072","24h",37,0.701,"homogeneous","GEV",0.958,TRUE,"auto",NA,"GNO",1.56,0.602,FALSE,166.3,99.5,248.4,89.5,FALSE
"LAKE ALICE NO. 1","NE01072","72h",37,0.647,"homogeneous","GEV",1.344,TRUE,"auto",NA,"GNO",1.618,0.274,TRUE,181.7,113.6,271.5,86.9,FALSE
"NORTH SCOOTENEY DIKE","WA00267","24h",42,0.714,"homogeneous","GLO",1.329,TRUE,"auto",NA,"GEV",2.2,0.871,FALSE,222.6,89.2,222.6,59.9,FALSE
"NORTH SCOOTENEY DIKE","WA00267","72h",43,0.771,"homogeneous","GLO",2.007,FALSE,"auto",NA,"GEV",2.673,0.666,TRUE,235.8,103.8,235.8,56,TRUE
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","24h",44,0.842,"homogeneous","GLO",1.618,TRUE,"auto",NA,"GEV",2.08,0.462,TRUE,213.1,85.6,213.1,59.8,FALSE
"SCOOTENEY RESERVOIR OUTLET DAM","WA00566","72h",43,0.642,"homogeneous","GLO",1.998,FALSE,"auto",NA,"GEV",2.433,0.435,TRUE,227.5,99.6,227.5,56.2,TRUE
"SCOOTENEY DIKE 1","WA82908","24h",43,0.582,"homogeneous","GLO",1.645,FALSE,"auto",NA,"GEV",2.017,0.372,TRUE,215.7,86.6,215.7,59.9,TRUE
"SCOOTENEY DIKE 1","WA82908","72h",43,0.644,"homogeneous","GLO",2.002,FALSE,"auto",NA,"GEV",2.442,0.44,TRUE,227.5,99.6,227.5,56.2,TRUE
"LEWISTON","CA10165","24h",41,0.841,"homogeneous","GLO",2.359,FALSE,"auto",NA,"GEV",2.378,0.019,TRUE,361.9,154.9,361.9,57.2,TRUE
"LEWISTON","CA10165","72h",40,0.727,"homogeneous","GEV",1.775,FALSE,"auto",NA,"GNO",2.179,0.404,TRUE,431.4,266.4,642.9,87.3,TRUE
"WILLOW CREEK","CO01670","24h",25,-0.204,"homogeneous","GLO",1.585,TRUE,"auto",NA,"GEV",3.103,1.518,FALSE,375.1,138.6,375.1,63.1,FALSE
"WILLOW CREEK","CO01670","72h",25,0.776,"homogeneous","GLO",1.461,TRUE,"auto",NA,"GEV",2.707,1.246,FALSE,609.8,225.3,609.8,63,FALSE
"SPECTACLE LAKE DIKE","WA00272","24h",44,0.65,"homogeneous","GEV",0.601,TRUE,"auto",NA,"GNO",1.45,0.849,FALSE,159.2,94.7,233.6,87.2,FALSE
"SPECTACLE LAKE DIKE","WA00272","72h",46,0.829,"homogeneous","GEV",1.046,TRUE,"auto",NA,"GNO",1.852,0.806,FALSE,227.6,135.9,334.2,87.1,FALSE
"BOR STATELINE SUMMIT CO.","UT10156","24h",39,0.921,"homogeneous","GLO",0.722,TRUE,"auto",NA,"GEV",2.925,2.203,FALSE,170.6,68.3,170.6,60,FALSE
"BOR STATELINE SUMMIT CO.","UT10156","72h",45,0.85,"homogeneous","GLO",1.891,FALSE,"auto",NA,"GEV",2.544,0.653,TRUE,218.1,88.6,218.1,59.4,TRUE
"SENATOR WASH","CA10185","24h",7,0.299,"homogeneous","GNO",0.082,TRUE,"auto",NA,"GEV",0.362,0.28,TRUE,247.6,143.3,406.7,106.3,FALSE
"SENATOR WASH","CA10185","72h",7,-0.299,"homogeneous","GEV",0.154,TRUE,"auto",NA,"GNO",0.556,0.402,TRUE,353.9,186.7,530.2,97.1,FALSE
"LAKE ALICE LOWER DAM (NO 1 1-2)","NE01071","24h",37,0.68,"homogeneous","GEV",1.016,TRUE,"auto",NA,"GNO",1.567,0.551,FALSE,163.5,98.6,244.2,89.1,FALSE
"LAKE ALICE LOWER DAM (NO 1 1-2)","NE01071","72h",37,0.648,"homogeneous","GEV",1.397,TRUE,"auto",NA,"GNO",1.644,0.247,TRUE,179.9,113,268.7,86.5,FALSE
"LITTLE PANOCHE DETENTION","CA10166","24h",25,0.252,"homogeneous","GEV",1.199,TRUE,"auto",NA,"GLO",1.962,0.763,FALSE,356.9,205.8,527.1,90,FALSE
"LITTLE PANOCHE DETENTION","CA10166","72h",25,-0.603,"homogeneous","GLO",1.137,TRUE,"auto",NA,"GEV",1.566,0.429,TRUE,1019.6,377,1019.6,63,FALSE
"EDEN DIKE 1","WY01388","24h",35,1.17,"acceptably homogeneous (H1 in [1,2))","GEV",1.196,TRUE,"auto",NA,"GNO",1.961,0.765,FALSE,111.6,65.5,166.2,90.3,FALSE
"EDEN DIKE 1","WY01388","72h",35,1.85,"acceptably homogeneous (H1 in [1,2))","GLO",1.838,FALSE,"auto",NA,"GEV",1.988,0.15,TRUE,215.8,85.1,215.8,60.6,TRUE
"SAN JUSTO","CA10323","24h",14,0.204,"homogeneous","GLO",0.545,TRUE,"auto",NA,"GEV",1.878,1.333,FALSE,441.7,177,441.7,59.9,FALSE
"SAN JUSTO","CA10323","72h",13,-0.573,"homogeneous","GLO",0.707,TRUE,"auto",NA,"GEV",1.61,0.903,FALSE,735.7,286.3,735.6,61.1,FALSE
"MT. ELBERT FOREBAY","CO00446","24h",36,0.553,"homogeneous","GLO",1.39,TRUE,"auto",NA,"GEV",2.448,1.058,FALSE,178.5,71.9,178.5,59.7,FALSE
"MT. ELBERT FOREBAY","CO00446","72h",35,0.737,"homogeneous","GEV",1.541,TRUE,"auto",NA,"GLO",2.151,0.61,FALSE,164.7,96.4,242.2,88.6,FALSE
"REACH 11 DETENTION DIKE 4","AZ82914","24h",47,0.403,"homogeneous","GLO",2.02,FALSE,"auto",NA,"GEV",2.359,0.339,TRUE,308.2,122.8,308.2,60.2,TRUE
"REACH 11 DETENTION DIKE 4","AZ82914","72h",49,1.051,"acceptably homogeneous (H1 in [1,2))","GEV",0.787,TRUE,"auto",NA,"GNO",1.951,1.164,FALSE,332.2,187.5,493.2,92,FALSE
"HELENA VALLEY","MT00743","24h",44,0.896,"homogeneous","GNO",0.337,TRUE,"auto",NA,"GEV",0.655,0.318,TRUE,138.1,82.8,212.8,94.2,FALSE
"HELENA VALLEY","MT00743","72h",41,0.731,"homogeneous","GEV",0.712,TRUE,"auto",NA,"GNO",1.51,0.798,FALSE,178.6,105.4,264.6,89.1,FALSE
"SODA LAKE DIKE","WA00271","24h",40,0.788,"homogeneous","GEV",1.195,TRUE,"auto",NA,"GNO",2.12,0.925,FALSE,210,122.2,308.2,88.6,FALSE
"SODA LAKE DIKE","WA00271","72h",43,1.052,"acceptably homogeneous (H1 in [1,2))","GEV",1.687,FALSE,"auto",NA,"GNO",2.376,0.689,TRUE,265.7,162.2,389.8,85.7,TRUE
"JACKSON GULCH","CO01685","24h",41,0.499,"homogeneous","GEV",1.015,TRUE,"auto",NA,"GNO",1.896,0.881,FALSE,130.8,76.5,192.9,89,FALSE
"JACKSON GULCH","CO01685","72h",43,0.934,"homogeneous","GLO",1.722,FALSE,"auto",NA,"GEV",2.885,1.163,TRUE,207.8,87.6,207.8,57.9,TRUE
"FISH LAKE","OR00021","24h",46,0.9,"homogeneous","GEV",0.37,TRUE,"auto",NA,"GNO",1.243,0.873,FALSE,217.3,127.2,320.7,89.1,FALSE
"FISH LAKE","OR00021","72h",39,0.396,"homogeneous","GEV",1.756,FALSE,"auto",NA,"GNO",2.275,0.519,TRUE,309.5,189.4,458.2,86.9,TRUE
"NIMBUS","CA10174","24h",54,0.327,"homogeneous","GEV",0.523,TRUE,"auto",NA,"GNO",0.657,0.134,TRUE,423.4,244.4,624.5,89.8,FALSE
"NIMBUS","CA10174","72h",51,-0.607,"homogeneous","GEV",0.437,TRUE,"auto",NA,"GNO",1.636,1.199,FALSE,778.2,438.9,1157.2,92.3,FALSE
"BOR CAUSEY","UT10116","24h",45,0.633,"homogeneous","GEV",1.893,FALSE,"auto",NA,"GLO",2.151,0.258,TRUE,150.4,90.8,220.2,86.1,TRUE
"BOR CAUSEY","UT10116","72h",48,0.976,"homogeneous","GLO",1.583,TRUE,"auto",NA,"GEV",3.189,1.606,FALSE,257.8,112,257.8,56.6,FALSE
"WARREN H. BROCK DIKES","CA10362","24h",22,0.392,"homogeneous","GEV",0.109,TRUE,"auto",NA,"GNO",0.915,0.806,FALSE,295.3,159.4,437.9,94.3,FALSE
"WARREN H. BROCK DIKES","CA10362","72h",24,-0.173,"homogeneous","GEV",0.081,TRUE,"auto",NA,"GNO",1.074,0.993,FALSE,517.1,266.4,756.3,94.7,FALSE
"EAGLE LAKE DAM","WA00537","24h",41,0.788,"homogeneous","GLO",1.741,FALSE,"auto",NA,"GEV",1.987,0.246,TRUE,228.6,92.1,228.6,59.7,TRUE
"EAGLE LAKE DAM","WA00537","72h",41,0.766,"homogeneous","GLO",1.836,FALSE,"auto",NA,"GEV",2.509,0.673,TRUE,258.3,112.1,258.3,56.6,TRUE
"FRUITGROWERS","CO01683","24h",39,0.84,"homogeneous","GLO",1.458,TRUE,"auto",NA,"GEV",2.422,0.964,FALSE,150.1,60.2,150.1,59.9,FALSE
"FRUITGROWERS","CO01683","72h",40,0.332,"homogeneous","GLO",1.471,TRUE,"auto",NA,"GEV",2.403,0.932,FALSE,181.5,74.2,181.5,59.1,FALSE
"HAYSTACK","OR00287","24h",44,5.801,"heterogeneous (H1 >= 2 — review region manually)","GEV",0.253,TRUE,"auto",NA,"GNO",0.633,0.38,TRUE,217.1,128.5,319.7,88.1,TRUE
"HAYSTACK","OR00287","72h",35,1.472,"acceptably homogeneous (H1 in [1,2))","GEV",1.481,TRUE,"auto",NA,"GLO",2.185,0.704,FALSE,292.3,172.4,430,88.1,FALSE
"UPPER SAN MARCOS RIVER WS NRCS SITE 5 DAM","TX07247","24h",9,0.209,"homogeneous","GLO",0.525,TRUE,"auto",NA,"GEV",0.812,0.287,TRUE,667.2,247.7,667.2,62.9,FALSE
"UPPER SAN MARCOS RIVER WS NRCS SITE 5 DAM","TX07247","72h",9,0.34,"homogeneous","GLO",0.524,TRUE,"auto",NA,"GEV",0.78,0.256,TRUE,881.3,319.6,881.2,63.7,FALSE
"SPRING CREEK DEBRIS","CA10190","24h",43,0.636,"homogeneous","GLO",1.66,FALSE,"auto",NA,"GEV",2.692,1.032,TRUE,380.1,161,380.1,57.6,TRUE
"SPRING CREEK DEBRIS","CA10190","72h",41,0.748,"homogeneous","GEV",2.09,FALSE,"auto",NA,"GLO",2.329,0.239,TRUE,483.5,292.1,721.7,88.8,TRUE
"LAKE CAMEAHWAIT","WY01302","24h",34,0.624,"homogeneous","GEV",1.123,TRUE,"auto",NA,"GNO",1.697,0.574,FALSE,123.7,73.5,185.4,90.5,FALSE
"LAKE CAMEAHWAIT","WY01302","72h",31,0.768,"homogeneous","GEV",0.857,TRUE,"auto",NA,"GNO",1.258,0.401,TRUE,147.6,89.1,222.4,90.3,FALSE
"BOR NEWTON","UT10129","24h",45,0.509,"homogeneous","GEV",1.278,TRUE,"auto",NA,"GNO",2.279,1.001,FALSE,149.6,87.8,218.6,87.4,FALSE
"BOR NEWTON","UT10129","72h",47,0.653,"homogeneous","GEV",1.211,TRUE,"auto",NA,"GNO",2.111,0.9,FALSE,194.9,117,285.3,86.4,FALSE
"PEC 66.0 HYDRO POWER PLANT","WA00346","24h",44,0.745,"homogeneous","GLO",1.324,TRUE,"auto",NA,"GEV",2.356,1.032,FALSE,242,95.8,242,60.4,FALSE
"PEC 66.0 HYDRO POWER PLANT","WA00346","72h",44,0.885,"homogeneous","GEV",1.887,FALSE,"auto",NA,"GLO",2.082,0.195,TRUE,198.5,120.9,289.8,85.1,TRUE
"BOR HUNTINGTON NORTH","UT10122","24h",37,1.098,"acceptably homogeneous (H1 in [1,2))","GLO",0.962,TRUE,"auto",NA,"GEV",2.33,1.368,FALSE,187.9,73.4,187.9,60.9,FALSE
"BOR HUNTINGTON NORTH","UT10122","72h",39,0.911,"homogeneous","GLO",1.602,TRUE,"auto",NA,"GEV",2.025,0.423,TRUE,241,95.3,241,60.5,FALSE
"AGATE DAM","OR00422","24h",47,0.682,"homogeneous","GEV",0.739,TRUE,"auto",NA,"GNO",1.722,0.983,FALSE,231.9,134.4,341.6,89.4,FALSE
"AGATE DAM","OR00422","72h",39,0.473,"homogeneous","GEV",1.755,FALSE,"auto",NA,"GNO",2.312,0.557,TRUE,321,196.3,475.2,86.9,TRUE
"EASTON DIVERSION","WA00276","24h",48,0.944,"homogeneous","GEV",1.552,TRUE,"auto",NA,"GLO",1.959,0.407,TRUE,364.6,208.3,535.3,89.7,FALSE
"EASTON DIVERSION","WA00276","72h",50,-0.172,"homogeneous","GLO",1.142,TRUE,"auto",NA,"GEV",2.698,1.556,FALSE,720.7,295.7,720.7,59,FALSE
"KORTES","WY01294","24h",41,0.89,"homogeneous","GLO",1.112,TRUE,"auto",NA,"GEV",1.964,0.852,FALSE,260.6,95.8,260.6,63.2,FALSE
"KORTES","WY01294","72h",37,0.916,"homogeneous","GEV",1.177,TRUE,"auto",NA,"GNO",2.149,0.972,FALSE,197.8,110.1,294,92.9,FALSE
"BOR WASHINGTON LAKE","UT00315","24h",38,0.628,"homogeneous","GLO",1.736,FALSE,"auto",NA,"GEV",2.749,1.013,TRUE,174.6,75.6,174.7,56.7,TRUE
"BOR WASHINGTON LAKE","UT00315","72h",38,0.822,"homogeneous","GLO",0.544,TRUE,"auto",NA,"GEV",3.7,3.156,FALSE,221.9,98.5,221.9,55.6,FALSE
"RED BLUFF DIVERSION","CA10181","24h",47,0.762,"homogeneous","GEV",2.277,FALSE,"auto",NA,"GLO",2.646,0.369,TRUE,330.7,204.6,486.8,85.3,TRUE
"RED BLUFF DIVERSION","CA10181","72h",48,0.627,"homogeneous","GEV",1.706,FALSE,"auto",NA,"GNO",2.431,0.725,TRUE,629.5,374.6,937,89.3,TRUE
"PATTERSON LAKE DAM","WA00073","24h",49,0.406,"homogeneous","PE3",0.815,TRUE,"auto",NA,"GNO",2.238,1.423,FALSE,202.9,136.8,336.8,98.5,FALSE
"PATTERSON LAKE DAM","WA00073","72h",50,0.447,"homogeneous","GEV",1.876,FALSE,"auto",NA,"GLO",2.397,0.521,TRUE,317.3,193.3,467.2,86.3,TRUE
"RESERVOIR A","ID00261","24h",42,0.756,"homogeneous","GLO",2,FALSE,"auto",NA,"GEV",2.132,0.132,TRUE,209.3,87.9,209.3,58,TRUE
"RESERVOIR A","ID00261","72h",46,-0.56,"homogeneous","GLO",2.018,FALSE,"auto",NA,"GEV",2.832,0.814,TRUE,273.6,120.4,273.6,56,TRUE
