"site","site_id","duration","n_stations","H1","homog_status","chosen_dist","chosen_absZ","Z_acceptable","selection_source","reviewer","runner_up","runner_up_absZ","z_margin","review_recommended","depth_10k_mm","tail_min_10k_mm","tail_max_10k_mm","tail_spread_pct","needs_review"
"GREAT SALT PLAINS LAKE","OK10319","24h",18,-1.18,"homogeneous","GEV",0.321,TRUE,"auto",NA,"GNO",0.982,0.661,FALSE,283.6,165.6,421.3,90.1,FALSE
"GREAT SALT PLAINS LAKE","OK10319","72h",19,-1.225,"homogeneous","GLO",1.462,TRUE,"auto",NA,"GEV",2.217,0.755,FALSE,421.7,175.8,421.8,58.3,FALSE
"GAVINS POINT DAM","NE05050","24h",10,-0.493,"homogeneous","GEV",0.616,TRUE,"auto",NA,"GNO",1.172,0.556,FALSE,237.8,141.1,350.4,88,FALSE
"GAVINS POINT DAM","NE05050","72h",11,-0.991,"homogeneous","GEV",0.85,TRUE,"auto",NA,"GNO",1.144,0.294,TRUE,236.2,149.4,347.2,83.7,FALSE
"WACO LAKE","TX00016","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WACO LAKE","TX00016","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BRANTLEY","NM00500","24h",39,0.523,"homogeneous","GEV",0.714,TRUE,"auto",NA,"GNO",1.701,0.987,FALSE,269.9,147.8,404.6,95.2,FALSE
"BRANTLEY","NM00500","72h",39,0.677,"homogeneous","GEV",0.116,TRUE,"auto",NA,"GNO",1.196,1.08,FALSE,436.8,226.3,643.8,95.6,FALSE
"LITTLE RIVER","SC01065","24h",41,0.666,"homogeneous","GEV",0.329,TRUE,"auto",NA,"GNO",1.381,1.052,FALSE,397.7,230.1,581.7,88.4,FALSE
"LITTLE RIVER","SC01065","72h",39,0.734,"homogeneous","GEV",0.981,TRUE,"auto",NA,"GNO",2.028,1.047,FALSE,525.7,302.7,766.2,88.2,FALSE
"KEOWEE","SC00706","24h",41,0.67,"homogeneous","GEV",0.322,TRUE,"auto",NA,"GNO",1.367,1.045,FALSE,397.7,230.1,581.7,88.4,FALSE
"KEOWEE","SC00706","72h",39,0.924,"homogeneous","GEV",1.481,TRUE,"auto",NA,"GLO",1.861,0.38,TRUE,524.8,301.6,765.6,88.4,FALSE
"CANNELTON LOCKS & DAM","KY03058","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CANNELTON LOCKS & DAM","KY03058","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CHICKAMAUGA","TN06504","24h",7,-0.557,"homogeneous","GEV",0.848,TRUE,"auto",NA,"GLO",0.986,0.138,TRUE,280.3,181.4,408.2,80.9,FALSE
"CHICKAMAUGA","TN06504","72h",7,0.774,"homogeneous","PE3",0.279,TRUE,"auto",NA,"GNO",0.842,0.563,FALSE,348.4,237.6,528,83.4,FALSE
"BLUE MESA","CO01675","24h",40,0.828,"homogeneous","GLO",0.934,TRUE,"auto",NA,"GEV",3.226,2.292,FALSE,142.8,59.5,142.8,58.3,FALSE
"BLUE MESA","CO01675","72h",38,1.08,"acceptably homogeneous (H1 in [1,2))","GEV",1.947,FALSE,"auto",NA,"GNO",2.395,0.448,TRUE,121.1,75.9,178.4,84.6,TRUE
"WAURIKA LAKE","OK22203","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WAURIKA LAKE","OK22203","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"WALTER F GEORGE LOCK,DAM,POWERHOUSE","AL01432","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WALTER F GEORGE LOCK,DAM,POWERHOUSE","AL01432","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BRIDGEPORT DAM","TX01496","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"BRIDGEPORT DAM","TX01496","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"COOLIDGE","AZ10436","24h",45,-0.053,"homogeneous","GLO",1.649,FALSE,"auto",NA,"GEV",2.525,0.876,TRUE,268.2,106.3,268.2,60.4,TRUE
"COOLIDGE","AZ10436","72h",45,-0.931,"homogeneous","GEV",1.873,FALSE,"auto",NA,"GLO",1.958,0.085,TRUE,264.7,150.4,392.4,91.4,TRUE
"BRUNO CREEK MINE TAILINGS","ID00448","24h",40,0.759,"homogeneous","GEV",0.512,TRUE,"auto",NA,"GNO",1.04,0.528,FALSE,120,75.1,175.7,83.7,FALSE
"BRUNO CREEK MINE TAILINGS","ID00448","72h",45,1.041,"acceptably homogeneous (H1 in [1,2))","GEV",0.142,TRUE,"auto",NA,"GNO",1.13,0.988,FALSE,229.7,133.5,338.1,89,FALSE
"SKIATOOK LAKE","OK22200","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"SKIATOOK LAKE","OK22200","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"SOUTH HOLSTON","TN16305","24h",40,0.829,"homogeneous","GEV",0.052,TRUE,"auto",NA,"GNO",1.225,1.173,FALSE,424.2,232.2,612.5,89.7,FALSE
"SOUTH HOLSTON","TN16305","72h",40,1.163,"acceptably homogeneous (H1 in [1,2))","GLO",0.328,TRUE,"auto",NA,"GEV",2.523,2.195,FALSE,905.1,338.7,905,62.6,FALSE
"LOCK & DAM #4","WI00727","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LOCK & DAM #4","WI00727","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"UPPER KLAMATH LAKE","OR00557","24h",46,0.652,"homogeneous","GEV",1.214,TRUE,"auto",NA,"GNO",2.086,0.872,FALSE,198.5,116.1,292.6,88.9,FALSE
"UPPER KLAMATH LAKE","OR00557","72h",43,0.569,"homogeneous","GEV",2.033,FALSE,"auto",NA,"GLO",2.364,0.331,TRUE,282.4,171.8,417.8,87.1,TRUE
"JACKSON LAKE","WY01385","24h",42,0.735,"homogeneous","GEV",0.889,TRUE,"auto",NA,"GNO",1.457,0.568,FALSE,103.7,66,150.2,81.3,FALSE
"JACKSON LAKE","WY01385","72h",43,0.616,"homogeneous","GLO",1.763,FALSE,"auto",NA,"GEV",1.931,0.168,TRUE,253.8,105.8,253.8,58.3,TRUE
"RAYSTOWN DAM","PA00004","24h",32,-1.212,"homogeneous","GEV",0.639,TRUE,"auto",NA,"GNO",1.618,0.979,FALSE,266.8,151.9,386.5,88,FALSE
"RAYSTOWN DAM","PA00004","72h",33,-0.296,"homogeneous","GEV",0.174,TRUE,"auto",NA,"GNO",0.632,0.458,TRUE,292.8,174,425.5,85.9,FALSE
"ELK CITY LAKE","KS00002","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"ELK CITY LAKE","KS00002","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"DIAMOND VALLEY LAKE","CA01410","24h",45,0.819,"homogeneous","GEV",0.275,TRUE,"auto",NA,"GNO",0.973,0.698,FALSE,525.2,279.9,779.6,95.1,FALSE
"DIAMOND VALLEY LAKE","CA01410","72h",47,0.754,"homogeneous","GNO",1.056,TRUE,"auto",NA,"PE3",1.773,0.717,FALSE,810.7,478.4,1376.8,110.8,FALSE
"HUBBARD CREEK DAM","TX03639","24h",13,-1.983,"homogeneous","GEV",0.195,TRUE,"auto",NA,"GNO",0.441,0.246,TRUE,386.4,213.3,570.6,92.4,FALSE
"HUBBARD CREEK DAM","TX03639","72h",13,0.323,"homogeneous","GEV",0.271,TRUE,"auto",NA,"GNO",0.679,0.408,TRUE,395.1,230.4,590.5,91.1,FALSE
"HARLAN COUNTY DAM","NE01066","24h",36,-0.137,"homogeneous","GEV",0.333,TRUE,"auto",NA,"GNO",1.437,1.104,FALSE,290.1,165.3,428.3,90.6,FALSE
"HARLAN COUNTY DAM","NE01066","72h",36,-0.224,"homogeneous","GEV",1.344,TRUE,"auto",NA,"GNO",1.894,0.55,FALSE,265.1,163.6,392.4,86.3,FALSE
"FOSS RESERVOIR","OK02503","24h",35,0.406,"homogeneous","GEV",0.529,TRUE,"auto",NA,"GNO",1.459,0.93,FALSE,291.8,168.2,433.1,90.8,FALSE
"FOSS RESERVOIR","OK02503","72h",36,-1.404,"homogeneous","GLO",2.203,FALSE,"auto",NA,"GEV",2.23,0.027,TRUE,458.3,185.6,458.3,59.5,TRUE
"ROBERT LEE DAM","TX03517","24h",47,-1.151,"homogeneous","GEV",0.235,TRUE,"auto",NA,"GNO",1.672,1.437,FALSE,384.7,208.7,565.8,92.8,FALSE
"ROBERT LEE DAM","TX03517","72h",48,0.389,"homogeneous","GNO",0.423,TRUE,"auto",NA,"GEV",0.864,0.441,TRUE,406.8,239.2,644.9,99.7,FALSE
"WANAPUM","WA00085","24h",50,0.509,"homogeneous","GEV",0.644,TRUE,"auto",NA,"GNO",1.727,1.083,FALSE,326.1,186.6,479,89.7,FALSE
"WANAPUM","WA00085","72h",49,-0.136,"homogeneous","GEV",2.011,FALSE,"auto",NA,"GLO",2.122,0.111,TRUE,450.2,270.2,663.3,87.3,TRUE
"CONKLINGVILLE","NY00146","24h",6,-1.93,"homogeneous","GNO",0.039,TRUE,"auto",NA,"GEV",0.47,0.431,TRUE,389.6,235.8,621.2,98.9,FALSE
"CONKLINGVILLE","NY00146","72h",6,-1.767,"homogeneous","GEV",0.246,TRUE,"auto",NA,"GNO",0.689,0.443,TRUE,603.6,327.6,878.4,91.2,FALSE
"GRAPEVINE LAKE","TX00005","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"GRAPEVINE LAKE","TX00005","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LOCK & DAM #2","MN00594","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LOCK & DAM #2","MN00594","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"PERRY DAM","KS00009","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"PERRY DAM","KS00009","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"O C FISHER DAM AND LAKE","TX00012","24h",48,-0.269,"homogeneous","GEV",0.436,TRUE,"auto",NA,"GNO",1.896,1.46,FALSE,400,215.8,587.1,92.8,FALSE
"O C FISHER DAM AND LAKE","TX00012","72h",47,0.574,"homogeneous","GEV",0.308,TRUE,"auto",NA,"GNO",0.92,0.612,FALSE,438.2,241.8,650.4,93.3,FALSE
"SWIFT NO. 1","WA00147","24h",48,0.94,"homogeneous","GLO",1.033,TRUE,"auto",NA,"GEV",2.532,1.499,FALSE,524.6,209.6,524.6,60.1,FALSE
"SWIFT NO. 1","WA00147","72h",49,0.76,"homogeneous","GLO",0.853,TRUE,"auto",NA,"GEV",3.123,2.27,FALSE,757,315.2,757,58.4,FALSE
"CADDO DAM","LA00181","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CADDO DAM","LA00181","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"WATAUGA","TN01903","24h",39,0.876,"homogeneous","GEV",0.398,TRUE,"auto",NA,"GNO",0.851,0.453,TRUE,428.6,234.9,619.8,89.8,FALSE
"WATAUGA","TN01903","72h",41,1.112,"acceptably homogeneous (H1 in [1,2))","GLO",0.351,TRUE,"auto",NA,"GEV",2.599,2.248,FALSE,907.7,339.4,907.7,62.6,FALSE
"JOHN T. MYERS LOCKS & DAM","KY03060","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"JOHN T. MYERS LOCKS & DAM","KY03060","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"SMITHLAND LOCKS & DAM","IL50499","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"SMITHLAND LOCKS & DAM","IL50499","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"WILSON DAM","KS00013","24h",46,-0.944,"homogeneous","GEV",1.735,FALSE,"auto",NA,"GLO",2.251,0.516,TRUE,322.8,178.3,473.6,91.5,TRUE
"WILSON DAM","KS00013","72h",45,0.184,"homogeneous","GEV",1.259,TRUE,"auto",NA,"GNO",2.087,0.828,FALSE,283.6,170.7,420.7,88.2,FALSE
"LAKE TAHOE","CA10162","24h",44,0.976,"homogeneous","GEV",0.334,TRUE,"auto",NA,"GNO",1.367,1.033,FALSE,364.1,205.8,537.4,91.1,FALSE
"LAKE TAHOE","CA10162","72h",42,0.419,"homogeneous","GEV",0.548,TRUE,"auto",NA,"GNO",1.649,1.101,FALSE,660.1,362.7,979.3,93.4,FALSE
"CEDAR BLUFF","KS00019","24h",43,-0.204,"homogeneous","GEV",1.038,TRUE,"auto",NA,"GNO",2.322,1.284,FALSE,294,165.1,434.1,91.5,FALSE
"CEDAR BLUFF","KS00019","72h",42,0.368,"homogeneous","GEV",0.587,TRUE,"auto",NA,"GNO",1.336,0.749,FALSE,274.5,165.9,408,88.2,FALSE
"STRUCTURE 65","FL00271","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"STRUCTURE 65","FL00271","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"COCHITI LAKE","NM00404","24h",37,0.705,"homogeneous","GEV",0.834,TRUE,"auto",NA,"GNO",1.278,0.444,TRUE,120.6,74.2,179,86.9,FALSE
"COCHITI LAKE","NM00404","72h",37,1,"homogeneous","GLO",1.882,FALSE,"auto",NA,"GEV",2.064,0.182,TRUE,229.7,94.4,229.7,58.9,TRUE
"SANTA ROSA DAM","NM00158","24h",40,0.659,"homogeneous","GEV",0.688,TRUE,"auto",NA,"GNO",1.724,1.036,FALSE,240.2,133.1,357.4,93.4,FALSE
"SANTA ROSA DAM","NM00158","72h",43,0.816,"homogeneous","GEV",0.955,TRUE,"auto",NA,"GNO",2.153,1.198,FALSE,322.7,175.7,478.8,94,FALSE
"CLE ELUM DAM","WA00274","24h",49,0.759,"homogeneous","GEV",1.284,TRUE,"auto",NA,"GLO",2.232,0.948,FALSE,357.4,204.3,524.8,89.7,FALSE
"CLE ELUM DAM","WA00274","72h",50,-0.063,"homogeneous","GLO",1.403,TRUE,"auto",NA,"GEV",2.549,1.146,FALSE,713.3,292.9,713.3,58.9,FALSE
"CONCHAS DAM","NM00006","24h",44,0.709,"homogeneous","GEV",1.005,TRUE,"auto",NA,"GNO",2.016,1.011,FALSE,232.4,131.4,346.4,92.5,FALSE
"CONCHAS DAM","NM00006","72h",47,0.881,"homogeneous","GEV",1.76,FALSE,"auto",NA,"GLO",2.063,0.303,TRUE,314.7,173.5,467.1,93.3,TRUE
"CONROE DAM","TX00097","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CONROE DAM","TX00097","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CASCADE","ID00283","24h",49,1.017,"acceptably homogeneous (H1 in [1,2))","GEV",0.938,TRUE,"auto",NA,"GNO",1.906,0.968,FALSE,133.9,81,194.5,84.8,FALSE
"CASCADE","ID00283","72h",49,0.707,"homogeneous","GEV",1.013,TRUE,"auto",NA,"GNO",1.872,0.859,FALSE,202.7,123.8,295.6,84.8,FALSE
"LAKE ARROWHEAD DAM","TX02883","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LAKE ARROWHEAD DAM","TX02883","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"EAGLE MOUNTAIN DAM","TX00779","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"EAGLE MOUNTAIN DAM","TX00779","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LEECH LAKE DAM","MN00585","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LEECH LAKE DAM","MN00585","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"CHELAN","WA00004","24h",51,0.974,"homogeneous","GEV",0.997,TRUE,"auto",NA,"GNO",1.877,0.88,FALSE,268.9,158.8,395.6,88.1,FALSE
"CHELAN","WA00004","72h",53,0.873,"homogeneous","GEV",1.685,FALSE,"auto",NA,"GNO",2.431,0.746,TRUE,373.9,227.6,549.9,86.2,TRUE
"WILSON","AL07702","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WILSON","AL07702","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","24h",7,0.085,"homogeneous","GEV",0.2,TRUE,"auto",NA,"GNO",0.539,0.339,TRUE,348.8,210.3,511.1,86.2,FALSE
"ALLATOONA LAKE DAM AND POWERHOUSE","GA03742","72h",5,1.094,"acceptably homogeneous (H1 in [1,2))","GEV",0.019,TRUE,"auto",NA,"GNO",0.314,0.295,TRUE,502.1,296.2,736.9,87.8,FALSE
"TIMS FORD","TN05102","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"TIMS FORD","TN05102","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"MUD LOCK C&S CANAL DAM","NY00416","24h",8,-0.298,"homogeneous","GLO",0.01,TRUE,"auto",NA,"GEV",1.261,1.251,FALSE,324.3,131.5,324.3,59.5,FALSE
"MUD LOCK C&S CANAL DAM","NY00416","72h",8,-0.807,"homogeneous","GLO",0.272,TRUE,"auto",NA,"GEV",1.348,1.076,FALSE,479.7,186.6,479.7,61.1,FALSE
"G328 CONTROL STRUCTURE","FL36007","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G328 CONTROL STRUCTURE","FL36007","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"G335 CONTROL STRUCTURE","FL36008","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G335 CONTROL STRUCTURE","FL36008","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"G338 CONTROL STRUCTURE","FL36010","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"G338 CONTROL STRUCTURE","FL36010","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"POMME DE TERRE DAM","MO30201","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"POMME DE TERRE DAM","MO30201","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"LOGAN MARTIN","AL01417","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"LOGAN MARTIN","AL01417","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"GRANGER DAM AND LAKE","TX08005","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"GRANGER DAM AND LAKE","TX08005","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BUFFALO BILL","WY01300","24h",35,0.752,"homogeneous","GEV",1.091,TRUE,"auto",NA,"GNO",2.137,1.046,FALSE,155.4,86.5,229.9,92.3,FALSE
"BUFFALO BILL","WY01300","72h",30,0.671,"homogeneous","GEV",0.393,TRUE,"auto",NA,"GNO",0.617,0.224,TRUE,197.9,111.6,294.5,92.4,FALSE
"JOE POOL LAKE","TX08007","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"JOE POOL LAKE","TX08007","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"SAYLORVILLE DAM","IA00017","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"SAYLORVILLE DAM","IA00017","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"MARKLAND LOCKS & DAM","KY03033","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"MARKLAND LOCKS & DAM","KY03033","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"BLUESTONE DAM","WV08902","24h",44,0.806,"homogeneous","GLO",1.581,TRUE,"auto",NA,"GEV",2.411,0.83,FALSE,343.5,142.1,343.5,58.6,FALSE
"BLUESTONE DAM","WV08902","72h",46,0.584,"homogeneous","GEV",1.835,FALSE,"auto",NA,"GNO",2.539,0.704,TRUE,266,166.2,386.6,82.8,TRUE
"KEYHOLE","WY01380","24h",39,0.711,"homogeneous","GNO",0.104,TRUE,"auto",NA,"GEV",1.02,0.916,FALSE,185.8,110.2,285.8,94.5,FALSE
"KEYHOLE","WY01380","72h",41,0.556,"homogeneous","GEV",0.014,TRUE,"auto",NA,"GNO",0.719,0.705,FALSE,224.1,131.4,334.7,90.7,FALSE
"JOHN REDMOND LAKE","KS00004","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"JOHN REDMOND LAKE","KS00004","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"OPTIMA LAKE","OK20510","24h",46,-0.642,"homogeneous","GEV",1.17,TRUE,"auto",NA,"GNO",2.493,1.323,FALSE,277.7,156.4,410.4,91.5,FALSE
"OPTIMA LAKE","OK20510","72h",47,-1.975,"homogeneous","GEV",1.471,TRUE,"auto",NA,"GNO",2.397,0.926,FALSE,292,171.4,434.9,90.2,FALSE
"CPT. ANTHONY MELDAHL L&D","KY03032","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"CPT. ANTHONY MELDAHL L&D","KY03032","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"NOLIN LAKE DAM","KY03011","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"NOLIN LAKE DAM","KY03011","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"JOHN MARTIN DAM & RESERVOIR","CO01283","24h",32,0.799,"homogeneous","GLO",0.977,TRUE,"auto",NA,"GEV",2.152,1.175,FALSE,336.8,126.8,336.8,62.4,FALSE
"JOHN MARTIN DAM & RESERVOIR","CO01283","72h",33,-0.68,"homogeneous","GEV",1.347,TRUE,"auto",NA,"GNO",2.145,0.798,FALSE,235.9,136.1,352.2,91.6,FALSE
"REND LAKE DAM","IL00117","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"REND LAKE DAM","IL00117","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
"WEST POINT","GA00820","24h",15,0.015,"homogeneous","GNO",0.36,TRUE,"auto",NA,"PE3",0.625,0.265,TRUE,152.3,96,222.6,83.1,FALSE
"WEST POINT","GA00820","72h",15,-0.31,"homogeneous","PE3",0.236,TRUE,"auto",NA,"GNO",1.037,0.801,FALSE,144.1,98.9,217.8,82.5,FALSE
